Nome do objeto,Variação do Objeto,Dia/Noite,Ambiente,Fundo,Tamanho (KB),Dimensão (pixels) (Largura x Altura),URL da imagem;;;;;;;
Caneca,2,noite,in,8,3234.07,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca2-noite-in-fundo8.jpg;;;;;;;
Caneca,2,noite,in,9,1963.21,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca2-noite-in-fundo9.jpg;;;;;;;
Caneca,2,noite,out,12,2430.92,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca2-noite-out-fundo12.jpg;;;;;;;
Caneca,2,noite,out,14,2130.18,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca2-noite-out-fundo14.jpg;;;;;;;
Caneca,2,noite,out,15,3063.42,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca2-noite-out-fundo15.jpg;;;;;;;
Caneca,3,dia,in,12,2000.18,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-in-fundo2.jpg;;;;;;;
Caneca,3,dia,in,7,1970.57,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-in-fundo7.jpg;;;;;;;
Caneca,3,dia,in,9,2045.52,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-in-fundo9.jpg;;;;;;;
Caneca,3,dia,out,11,2677.02,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo11.jpg;;;;;;;
Caneca,3,dia,out,12,2425.1,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo12.jpg;;;;;;;
Caneca,3,dia,out,13,3019.54,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo13.jpg;;;;;;;
Caneca,3,noite,in,7,2530.45,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo7.jpg;;;;;;;
Caneca,3,noite,in,8,2382.61,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo8.jpg;;;;;;;
Caneca,3,noite,in,9,1647.46,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo9.jpg;;;;;;;
Caneca,3,noite,out,12,2539.99,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo12.jpg;;;;;;;
Caneca,3,noite,out,14,2245.31,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo14.jpg;;;;;;;
Caneca,3,noite,out,15,2432.22,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo15.jpg;;;;;;;
Chave,1,dia,in,1,195.04,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo1.jpeg;;;;;;;
Chave,1,dia,in,2,173.46,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo2.jpeg;;;;;;;
Chave,1,dia,in,3,136.1,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo3.jpeg;;;;;;;
Chave,1,dia,out,4,422.88,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo4.jpeg;;;;;;;
Chave,1,dia,out,5,270.08,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo5.jpeg;;;;;;;
Chave,1,dia,out,6,389.45,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo6.jpeg;;;;;;;
Chave,1,noite,in,1,232.63,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo1.jpeg;;;;;;;
Chave,1,noite,in,2,246.36,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo2.jpeg;;;;;;;
Chave,1,noite,in,3,176.7,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo3.jpeg;;;;;;;
Chave,1,noite,out,4,316.29,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo4.jpeg;;;;;;;
Chave,1,noite,out,5,190.07,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo5.jpeg;;;;;;;
Chave,1,noite,out,6,192.19,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo6.jpeg;;;;;;;
Chave,2,dia,in,1,162.85,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo1.jpeg;;;;;;;
Chave,2,dia,in,2,161.66,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo2.jpeg;;;;;;;
Chave,2,dia,in,3,154.38,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo3.jpeg;;;;;;;
Chave,2,dia,out,4,410.63,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo4.jpeg;;;;;;;
Chave,2,dia,out,5,281.18,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo5.jpeg;;;;;;;
Chave,2,dia,out,6,375.61,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo6.jpeg;;;;;;;
Chave,2,noite,in,1,215.45,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo1.jpeg;;;;;;;
Chave,2,noite,in,2,232.52,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo2.jpeg;;;;;;;
Chave,2,noite,in,3,209.69,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo3.jpeg;;;;;;;
Chave,2,noite,out,4,385.88,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo4.jpeg;;;;;;;
Chave,2,noite,out,5,212.97,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo5.jpeg;;;;;;;
Chave,2,noite,out,6,136.84,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo6.jpeg;;;;;;;
Chave,3,dia,in,1,199.74,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo1.jpeg;;;;;;;
Chave,3,dia,in,2,155.38,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo2.jpeg;;;;;;;
Chave,3,dia,in,3,163.43,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo3.jpeg;;;;;;;
Chave,3,dia,out,4,456.4,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo4.jpeg;;;;;;;
Chave,3,dia,out,5,271.68,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo5.jpeg;;;;;;;
Chave,3,dia,out,6,377.04,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo6.jpeg;;;;;;;
Chave,3,noite,in,1,229.42,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo1.jpeg;;;;;;;
Chave,3,noite,in,2,214.17,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo2.jpeg;;;;;;;
Chave,3,noite,in,3,201.96,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo3.jpeg;;;;;;;
Chave,3,noite,out,4,392.09,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo4.jpeg;;;;;;;
Chave,3,noite,out,5,183.96,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo5.jpeg;;;;;;;
Chave,3,noite,out,6,197.27,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo6.jpeg;;;;;;;
Garfo,1,dia,in,1,195.1,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo1.jpeg;;;;;;;
Garfo,1,dia,in,2,207.67,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo2.jpeg;;;;;;;
Garfo,1,dia,in,3,130.03,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo3.jpeg;;;;;;;
Garfo,1,dia,out,4,482.55,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo4.jpeg;;;;;;;
Garfo,1,dia,out,5,305.67,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo5.jpeg;;;;;;;
Garfo,1,dia,out,6,316.34,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo6.jpeg;;;;;;;
Garfo,1,noite,in,1,211.54,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo1.jpeg;;;;;;;
Garfo,1,noite,in,2,251.14,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo2.jpeg;;;;;;;
Garfo,1,noite,in,3,173.53,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo3.jpeg;;;;;;;
Garfo,1,noite,out,4,340.82,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo4.jpeg;;;;;;;
Garfo,1,noite,out,5,362.41,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo5.jpeg;;;;;;;
Garfo,1,noite,out,6,203.84,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo6.jpeg;;;;;;;
Garfo,2,dia,in,1,187.31,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo1.jpeg;;;;;;;
Garfo,2,dia,in,2,159.6,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo2.jpeg;;;;;;;
Garfo,2,dia,in,3,158.52,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo3.jpeg;;;;;;;
Garfo,2,dia,out,4,423.93,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo4.jpeg;;;;;;;
Garfo,2,dia,out,5,309.62,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo5.jpeg;;;;;;;
Garfo,2,dia,out,6,343.68,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo6.jpeg;;;;;;;
Garfo,2,noite,in,1,198.26,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo1.jpeg;;;;;;;
Garfo,2,noite,in,2,259.85,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo2.jpeg;;;;;;;
Garfo,2,noite,in,3,251.15,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo3.jpeg;;;;;;;
Garfo,2,noite,out,4,330.21,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo4.jpeg;;;;;;;
Garfo,2,noite,out,5,321.67,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo5.jpeg;;;;;;;
Garfo,2,noite,out,6,190.15,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo6.jpeg;;;;;;;
Garfo,3,dia,in,1,201.96,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo1.jpeg;;;;;;;
Garfo,3,dia,in,2,195.19,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo2.jpeg;;;;;;;
Garfo,3,dia,in,3,167.77,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo3.jpeg;;;;;;;
Garfo,3,dia,out,4,479.66,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo4.jpeg;;;;;;;
Garfo,3,dia,out,5,324.18,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo5.jpeg;;;;;;;
Garfo,3,dia,out,6,319.94,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo6.jpeg;;;;;;;
Garfo,3,noite,in,1,194.73,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo1.jpeg;;;;;;;
Garfo,3,noite,in,2,225.83,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo2.jpeg;;;;;;;
Garfo,3,noite,in,3,171.21,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo3.jpeg;;;;;;;
Garfo,3,noite,out,4,368.58,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo4.jpeg;;;;;;;
Garfo,3,noite,out,5,348.17,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo5.jpeg;;;;;;;
Garfo,3,noite,out,6,203.23,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo6.jpeg;;;;;;;
Oculos,1,dia,in,16,184,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-in-fundo16.jpeg
Oculos,1,dia,in,17,123,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-in-fundo17.jpeg
Oculos,1,dia,in,18,125,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-in-fundo18.jpeg
Oculos,1,dia,out,18,85,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-out-fundo18.jpeg
Oculos,1,dia,out,19,197,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-out-fundo19.jpeg
Oculos,1,dia,out,20,358,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-dia-out-fundo20.jpeg
Oculos,1,noite,in,16,195,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-in-fundo16.jpeg
Oculos,1,noite,in,17,158,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-in-fundo17.jpeg
Oculos,1,noite,in,18,96,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-in-fundo18.jpeg
Oculos,1,noite,out,16,87,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-out-fundo16.jpeg
Oculos,1,noite,out,18,65,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-out-fundo18.jpeg
Oculos,1,noite,out,19,29,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos1-noite-out-fundo19.jpeg
Oculos,2,dia,in,16,179,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-in-fundo16.jpeg
Oculos,2,dia,in,17,121,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-in-fundo17.jpeg
Oculos,2,dia,in,18,116,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-in-fundo18.jpeg
Oculos,2,dia,out,18,91,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-out-fundo18.jpeg
Oculos,2,dia,out,19,220,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-out-fundo19.jpeg
Oculos,2,dia,out,20,273,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-dia-out-fundo20.jpeg
Oculos,2,noite,in,16,216,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-in-fundo16.jpeg
Oculos,2,noite,in,17,149,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-in-fundo17.jpeg
Oculos,2,noite,in,18,98,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-in-fundo18.jpeg
Oculos,2,noite,out,16,60,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-out-fundo16.jpeg
Oculos,2,noite,out,18,79,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-out-fundo18.jpeg
Oculos,2,noite,out,19,48,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos2-noite-out-fundo19.jpeg
Oculos,3,dia,in,16,154,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-in-fundo16.jpeg
Oculos,3,dia,in,17,122,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-in-fundo17.jpeg
Oculos,3,dia,in,18,109,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-in-fundo18.jpeg
Oculos,3,dia,out,18,109,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-out-fundo18.jpeg
Oculos,3,dia,out,19,247,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-out-fundo19.jpeg
Oculos,3,dia,out,20,243,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-dia-out-fundo20.jpeg
Oculos,3,noite,in,16,197,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-noite-in-fundo16.jpeg
Oculos,3,noite,in,17,157,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-noite-in-fundo17.jpeg
Oculos,3,noite,in,18,90,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-noite-in-fundo18.jpeg
Oculos,3,noite,out,16,76,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-noite-out-fundo16.jpeg
Oculos,3,noite,out,18,74,1600x1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/refs/heads/main/banco-de-imagens/Oculos3-noite-out-fundo18.jpeg
