Nome do objeto,Variação do Objeto,Dia/Noite,Ambiente,Fundo,Tamanho (KB),Dimensão (pixels) (Largura x Altura),URL da imagem
Caneca3,3,dia,in,9,2045,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-in-fundo9.jpg
Caneca3,3,dia,out,11,2677,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo11.jpg
Caneca3,3,dia,out,12,2425,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo12.jpg
Caneca3,3,dia,out,13,3019,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-dia-out-fundo13.jpg
Caneca3,3,noite,in,7,2530,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo7.jpg
Caneca3,3,noite,in,8,2382,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo8.jpg
Caneca3,3,noite,in,9,1647,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-in-fundo9.jpg
Caneca3,3,noite,out,12,2539,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo12.jpg
Caneca3,3,noite,out,14,2245,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo14.jpg
Caneca3,3,noite,out,15,2432,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Caneca3-noite-out-fundo15.jpg
Chave1,1,dia,in,1,228,1406x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo1.jpeg
Chave1,1,dia,in,2,183,1600x1359,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo2.jpeg
Chave1,1,dia,in,3,143,1253x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-in-fundo3.jpeg
Chave1,1,dia,out,4,470,1600x1414,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo4.jpeg
Chave1,1,dia,out,5,340,1536x1526,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo5.jpeg
Chave1,1,dia,out,6,453,1500x1599,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-dia-out-fundo6.jpeg
Chave1,1,noite,in,1,249,1348x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo1.jpeg
Chave1,1,noite,in,2,281,1333x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo2.jpeg
Chave1,1,noite,in,3,203,1382x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-in-fundo3.jpeg
Chave1,1,noite,out,4,354,1396x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo4.jpeg
Chave1,1,noite,out,5,187,1600x1391,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo5.jpeg
Chave1,1,noite,out,6,195,1600x1327,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave1-noite-out-fundo6.jpeg
Chave2,2,dia,in,1,186,1360x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo1.jpeg
Chave2,2,dia,in,2,176,1600x1389,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo2.jpeg
Chave2,2,dia,in,3,155,1204x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-in-fundo3.jpeg
Chave2,2,dia,out,4,527,1573x1536,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo4.jpeg
Chave2,2,dia,out,5,323,1512x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo5.jpeg
Chave2,2,dia,out,6,388,1600x1278,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-dia-out-fundo6.jpeg
Chave2,2,noite,in,1,235,1317x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo1.jpeg
Chave2,2,noite,in,2,290,1515x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo2.jpeg
Chave2,2,noite,in,3,195,1120x1599,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo3.jpeg
Chave2,2,noite,out,4,421,1395x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo4.jpeg
Chave2,2,noite,out,5,199,1600x1258,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo5.jpeg
Chave2,2,noite,out,6,145,1600x1254,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo6.jpeg
Chave3,3,dia,in,1,311,1536x1588,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo1.jpeg
Chave3,3,dia,in,2,165,1600x1338,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo2.jpeg
Chave3,3,dia,in,3,161,1167x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo3.jpeg
Chave3,3,dia,out,4,504,1385x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo4.jpeg
Chave3,3,dia,out,5,316,1536x1415,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo5.jpeg
Chave3,3,dia,out,6,436,1599x1485,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo6.jpeg
Chave3,3,noite,in,1,259,1357x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo1.jpeg
Chave3,3,noite,in,2,257,1600x1410,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo2.jpeg
Chave3,3,noite,in,3,253,1481x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo3.jpeg
Chave3,3,noite,out,4,458,1497x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo4.jpeg
Chave3,3,noite,out,5,165,1600x1191,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo5.jpeg
Chave3,3,noite,out,6,211,1600x1277,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo6.jpeg
Garfo1,1,dia,in,1,213,1265x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo1.jpeg
Garfo1,1,dia,in,2,199,1115x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo2.jpeg
Garfo1,1,dia,in,3,147,1600x1365,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo3.jpeg
Garfo1,1,dia,out,4,439,1600x1092,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo4.jpeg
Garfo1,1,dia,out,5,347,1462x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo5.jpeg
Garfo1,1,dia,out,6,403,1600x1515,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo6.jpeg
Garfo1,1,noite,in,1,223,1273x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo1.jpeg
Garfo1,1,noite,in,2,231,1206x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo2.jpeg
Garfo1,1,noite,in,3,183,1225x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo3.jpeg
Garfo1,1,noite,out,4,435,1559x1536,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo4.jpeg
Garfo1,1,noite,out,5,330,1095x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo5.jpeg
Garfo1,1,noite,out,6,219,1600x1251,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo6.jpeg
Garfo2,2,dia,in,1,201,1262x1599,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo1.jpeg
Garfo2,2,dia,in,2,187,1600x1464,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo2.jpeg
Garfo2,2,dia,in,3,134,1599x1365,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-in-fundo3.jpeg
Garfo2,2,dia,out,4,452,1600x1322,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo4.jpeg
Garfo2,2,dia,out,5,339,1381x1599,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo5.jpeg
Garfo2,2,dia,out,6,311,1600x1066,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-dia-out-fundo6.jpeg
Garfo2,2,noite,in,1,218,1600x1357,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo1.jpeg
Garfo2,2,noite,in,2,316,1435x1593,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo2.jpeg
Garfo2,2,noite,in,3,107,1316x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-in-fundo3.jpeg
Garfo2,2,noite,out,4,350,1600x1312,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo4.jpeg
Garfo2,2,noite,out,5,351,1600x1418,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo5.jpeg
Garfo2,2,noite,out,6,165,1600x952,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo2-noite-out-fundo6.jpeg
Garfo3,3,dia,in,1,206,1193x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo1.jpeg
Garfo3,3,dia,in,2,215,1303x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo2.jpeg
Garfo3,3,dia,in,3,93,1409x1472,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-in-fundo3.jpeg
Garfo3,3,dia,out,4,505,1600x1301,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo4.jpeg
Garfo3,3,dia,out,5,362,1428x1599,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo5.jpeg
Garfo3,3,dia,out,6,501,1536x1576,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-dia-out-fundo6.jpeg
Garfo3,3,noite,in,1,187,1139x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo1.jpeg
Garfo3,3,noite,in,2,223,1600x1115,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo2.jpeg
Garfo3,3,noite,in,3,188,1357x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-in-fundo3.jpeg
Garfo3,3,noite,out,4,365,1204x1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo4.jpeg
Garfo3,3,noite,out,5,394,1556x1449,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo5.jpeg
Garfo3,3,noite,out,6,172,1600x899,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo3-noite-out-fundo6.jpeg
Relogio1,1,dia,in,10,2543,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-in-fundo10.jpg
Relogio1,1,dia,in,8,3869,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-in-fundo8.jpg
Relogio1,1,dia,in,9,2292,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-in-fundo9.jpg
Relogio1,1,dia,out,11,4350,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-out-fundo11.jpg
Relogio1,1,dia,out,12,2432,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-out-fundo12.jpg
Relogio1,1,dia,out,13,3466,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-dia-out-fundo13.jpg
Relogio1,1,noite,in,10,2634,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-in-fundo10.jpg
Relogio1,1,noite,in,8,2782,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-in-fundo8.jpg
Relogio1,1,noite,in,9,2088,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-in-fundo9.jpg
Relogio1,1,noite,out,11,2537,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo11.jpg
Relogio1,1,noite,out,12,2501,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo12.jpg
Relogio1,1,noite,out,14,2798,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo14.jpg
Relogio2,2,dia,in,10,2562,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo10.jpg
Relogio2,2,dia,in,8,3267,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo8.jpg
Relogio2,2,dia,in,9,1908,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo9.jpg
Relogio2,2,dia,out,11,4727,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo11.jpg
Relogio2,2,dia,out,12,2484,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo12.jpg
Relogio2,2,dia,out,13,3733,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo13.jpg
Relogio2,2,noite,in,10,2586,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo10.jpg
Relogio2,2,noite,in,8,2580,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo8.jpg
Relogio2,2,noite,in,9,2265,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo9.jpg
Relogio2,2,noite,out,11,3487,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo11.jpg
Relogio2,2,noite,out,12,3224,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo12.jpg
Relogio2,2,noite,out,14,2062,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo14.jpg
Relogio3,3,dia,in,10,2836,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo10.jpg
Relogio3,3,dia,in,3,2309,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo3.jpg
Relogio3,3,dia,in,8,3250,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo8.jpg
Relogio3,3,dia,out,11,4006,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo11.jpg
Relogio3,3,dia,out,12,2125,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo12.jpg
Relogio3,3,dia,out,13,3358,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo13.jpg
Relogio3,3,noite,in,10,2648,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo10.jpg
Relogio3,3,noite,in,8,3747,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo8.jpg
Relogio3,3,noite,in,9,2279,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo9.jpg
Relogio3,3,noite,out,11,3773,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo11.jpg
Relogio3,3,noite,out,12,2639,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo12.jpg
Relogio3,3,noite,out,14,2645,4080x3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo14.jpg
